"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 23 07:14:47 GMT 2023","Mon Oct 23 07:14:56 GMT 2023","8242","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
"passed","Mon Oct 23 07:14:21 GMT 2023","Mon Oct 23 07:14:31 GMT 2023","10687","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
