"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 24 10:53:13 GMT 2023","Tue Oct 24 10:53:27 GMT 2023","14602","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
"passed","Tue Oct 24 10:53:46 GMT 2023","Tue Oct 24 10:53:58 GMT 2023","12114","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
