"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 23 07:47:09 GMT 2023","Mon Oct 23 07:47:32 GMT 2023","23647","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
"passed","Mon Oct 23 07:48:12 GMT 2023","Mon Oct 23 07:48:28 GMT 2023","15425","Suite","Android","tests.ToDoAndroid","tests.ToDoAndroid","addTaskAndroidV2","addTaskAndroidV2",""
